Child_Name,Ancestor_Name,Edit_Distance,sum
Johanna,Johannes,2,46107
Maria,Mara,1,45486
Johannes,Johanna,2,40386
Marie,Maria,1,32688
Johannes,Johann,2,30930
James,Jane,2,29391
Mary,Maria,2,27744
John,Johann,2,21642
Maria,Mar,2,21240
Jane,James,2,21027
Jess,Jos,2,19626
Mara,Ana,2,18987
Karl,Carl,1,17706
Johanna,Johann,1,17253
Johann,Johannes,2,16350
Martha,Maria,2,15531
Maria,Martha,2,14934
Jane,Ann,2,14862
Elizabeth,Elisabeth,1,14376
Martin,Maria,2,13575
Carl,Karl,1,12432
Jose,Jos,1,12339
Harry,Mary,2,12189
Jan,Jans,1,12174
Mary,Marie,2,11967
Jose,Joseph,2,11961
Maria,Marie,1,11574
Ann,Jane,2,11166
Johanne,Johann,1,10512
May,Mary,1,10425
Jacoba,Jacobus,2,9624
Johanna,Johan,2,9279
Jacobus,Jacoba,2,9015
Annie,Ann,2,8859
Jans,Jan,1,8838
Maria,Mary,2,8829
John,Jean,2,7860
Carl,Mar,2,7344
James,Janet,2,7143
Cornelia,Cornelis,1,7026
Jos,Jess,2,6993
Marie,Mary,2,6912
Louis,Louise,1,6753
Jean,John,2,6621
Johan,Johanna,2,6609
Joanna,Joannes,2,6579
Sophie,Sophia,1,6483
Anna,Anne,1,6318
Elisabeth,Elizabeth,1,6228
Ana,Mara,2,6180
Lillian,William,2,6030
Alexis,Alexius,1,6000
Harry,Henry,2,5784
Heinrich,Henrich,1,5652
Ann,Anne,1,5466
Carl,Lars,2,5436
Jean,Jeanne,2,5394
Anna,Ann,1,5172
Johann,Johanna,1,5127
Johan,Johann,1,5100
Janet,James,2,5097
Louise,Louis,1,5082
Anne,Ann,1,5073
Earl,Mary,2,5052
Ann,Anna,1,4977
Ma,Mara,2,4842
Anne,Anna,1,4830
Rosine,Rosina,1,4824
August,Auguste,1,4797
John,Johan,1,4746
Willie,William,2,4740
Johannes,Joannes,1,4644
Mara,Maria,1,4611
Hendriks,Hindriks,1,4608
Christian,Christiane,1,4602
Mae,Mary,2,4560
Maria,Martin,2,4368
Louise,Luise,1,4269
Joachim,Jochim,1,4251
Martin,Marie,2,4149
Juan,Juana,1,4113
Juana,Juan,1,4074
Christian,Christine,2,4050
Amy,Mary,2,3939
Carl,Mary,2,3903
Antonia,Antonio,1,3882
Marie,Amalie,2,3816
Maud,Mary,2,3789
Cornelis,Cornelia,1,3738
Josefa,Joseph,2,3651
Louisa,Louise,1,3570
Pieter,Pieters,1,3540
Hendriks,Hendrik,1,3531
Hendrina,Hendrik,2,3522
Jacobsson,Jakobsson,1,3516
Jose,Rosa,2,3450
Jacob,Jacobs,1,3435
Jose,Josefa,2,3393
Christian,Christina,2,3351
Heinrich,Hinrich,1,3279
Hendrik,Hendriks,1,3243
Johann,Johan,1,3240
Willemsz,Willem,2,3231
Jane,Anne,2,3228
Albert,Robert,2,3225
Marie,Martin,2,3207
George,Georg,1,3207
Caroline,Carolina,1,3198
Annie,Anna,2,3174
Jeanne,Jean,2,3153
Cornelisz,Cornelis,1,3138
Mary,Carl,2,3123
Peter,Pieter,1,3114
John,Joan,1,3099
Joseph,Josephe,1,3099
Pieter,Pietersz,2,3066
Mauro,Mara,2,3024
Joan,John,1,2991
Josefa,Jose,2,2955
Jacobus,Jacob,2,2949
Anne,Jane,2,2925
Friederich,Friedrich,1,2892
Hans,Lars,2,2874
Andersdatter,Pedersdatter,2,2844
Jan,Johan,2,2835
Frances,Francis,1,2823
Hendrika,Hendrik,1,2823
Josef,Joseph,2,2817
Marina,Mara,2,2814
Pietersz,Pieter,2,2808
Joannes,Joanna,2,2784
Marta,Maria,1,2769
Toms,Jos,2,2733
Anna,Hannah,2,2721
Francis,Frances,1,2712
Christine,Christina,1,2697
Jos,Rosa,2,2673
Ane,Hans,2,2634
Ada,Ann,2,2601
Christine,Christian,2,2601
Cornelius,Cornelis,1,2592
Willems,Willem,1,2586
Francois,Franois,1,2580
Jan,Janna,2,2574
Johan,Jan,2,2538
Paul,Carl,2,2520
Jacobs,Jacob,1,2484
Karl,Lars,2,2484
Hendriks,Hindrik,2,2469
Greta,Brita,2,2412
Jan,Jansz,2,2397
Jos,Toms,2,2382
Anna,Joanna,2,2370
Anne,Jeanne,2,2361
Elizabeth,Elisabetha,2,2358
Franois,Franoise,1,2349
Marie,Maren,2,2331
Joseph,Josephus,2,2325
Eduard,Eduardus,2,2304
Joanna,Anna,2,2289
Jacob,Jacobus,2,2289
Katherine,Catherine,1,2277
Katharina,Catharina,1,2274
Louis,Luise,2,2265
Jensen,Jens,2,2262
John,Jan,2,2253
Mark,Mary,1,2247
Catherine,Catharina,2,2241
Ray,Mary,2,2226
Maria,Sara,2,2178
Klara,Karl,2,2175
Jacob,Jacobsz,2,2133
Jean,Jane,2,2133
Hannah,Anna,2,2124
Cornelis,Cornelisz,1,2115
Heikintytr,Erkintytr,2,2112
Annie,Anne,1,2097
Adriaan,Adriana,2,2058
Georgia,George,2,2058
Francisca,Francisco,1,2058
Joel,John,2,2052
Olsen,Ole,2,2040
Dios,Jos,2,2025
Marie,Marcel,2,2022
Mariana,Maria,2,2019
Georg,George,1,2010
Antonio,Antonia,1,2010
Jane,Janet,1,1992
Theodor,Theodore,1,1989
Hendrik,Hendrika,1,1983
Joseph,Josepha,1,1974
Pieters,Pieter,1,1959
Jos,Ins,2,1929
Marie,Barbe,2,1923
Maurice,Marie,2,1920
Amalia,Maria,2,1905
Wilhelm,Wilhelmus,2,1899
Luise,Louise,1,1884
Gerrit,Gerrits,1,1866
Susan,Susanna,2,1851
Ate,Antje,2,1848
Jos,Jose,1,1848
Alma,Anna,2,1833
John,Jon,1,1833
Mary,Mercy,2,1830
Mercy,Mary,2,1824
Robert,Albert,2,1815
Jane,Jean,2,1809
Wilhelmine,Wilhelmina,1,1806
Jacob,Jakob,1,1791
Susanna,Susannah,1,1782
Clara,Carl,2,1776
Fanny,Ann,2,1770
Josefa,Josef,1,1764
Christina,Christian,2,1752
Cornelis,Cornelisdr,2,1749
Josephe,Joseph,1,1749
Joseph,Josephte,2,1746
Mara,Clara,2,1743
Mae,Jane,2,1734
Jansz,Jan,2,1719
Catherine,Catharine,1,1713
Janna,Jan,2,1713
Paul,Karl,2,1704
Hans,Ane,2,1695
Louise,Louisa,1,1695
Susannah,Susanna,1,1686
Mara,Matea,2,1686
Susanna,Susara,2,1680
Stefanus,Stephanus,2,1680
Jacoba,Jacob,1,1680
Mary,Amy,2,1680
Johanna,Janna,2,1677
Karoline,Caroline,1,1668
Jose,Jess,2,1665
Lina,Anna,2,1665
Josphe,Joseph,2,1635
Helen,Ellen,2,1629
Ane,Anne,1,1626
Clara,Mara,2,1623
Nielsen,Niels,2,1617
Frederick,Frederik,1,1617
Marie,Marthe,2,1611
John,Joel,2,1608
Hedwig,Ludwig,2,1608
Ole,Olsen,2,1608
Ins,Jos,2,1605
Gerrits,Gerrit,1,1596
Willis,William,2,1584
Jakob,Jacob,1,1581
Lena,Anna,2,1578
Aelbertse,Aelbert,2,1566
Fredrika,Fredrik,1,1554
Bertha,Martha,2,1554
Margaret,Margaretha,2,1539
Amy,Ann,2,1539
Janet,Jane,1,1536
Josepha,Joseph,1,1533
Rosa,Jos,2,1533
Christian,Christen,2,1524
Elisabeth,Elisabetha,1,1524
Johannes,Johannis,1,1515
Catharine,Catherine,1,1506
Johanna,Joanna,1,1503
Franoise,Franois,1,1500
Sara,Sarah,1,1485
Klaas,Klazes,2,1479
Sara,Mary,2,1473
Hans,Hanna,2,1473
Hans,Jens,2,1470
Mary,Harry,2,1467
Elisabeth,Lisbeth,2,1458
Sara,Maria,2,1458
Jacob,Jacoba,1,1452
Josephte,Joseph,2,1446
Sophia,Sophie,1,1443
Jens,Hans,2,1425
Mara,Matas,2,1410
Harm,Harms,1,1410
Hanne,Anna,2,1401
Johanne,Johanna,1,1386
Mary,Mark,1,1386
Joseph,Josef,2,1368
Christiane,Christian,1,1362
Johanna,Johannis,2,1359
Margaretha,Magaretha,1,1356
Elisabetha,Elisabeth,1,1350
Frederick,Fredericka,1,1338
Cornelis,Cornelius,1,1329
Hendrik,Hindrik,1,1326
Francisco,Francisca,1,1320
Klaas,Claasz,2,1320
Pieterse,Pieter,2,1314
Sarah,Sara,1,1299
Wanda,Anna,2,1296
Etresia,Tresia,1,1296
Edna,Anna,2,1293
William,Lillian,2,1278
Karen,Maren,1,1272
Catherine,Katherine,1,1269
Hans,Hansen,2,1266
Ludwig,Hedwig,2,1257
Joannes,Johannes,1,1257
Cornelisdr,Cornelis,2,1257
Hendrik,Hendrina,2,1257
Hanne,Hans,2,1254
Mary,Sara,2,1239
Agnes,Anne,2,1233
Johnsdatter,Jonsdatter,1,1224
Ijsbrants,Ijsbrand,2,1224
Peter,Peder,1,1209
Joseph,Josiah,2,1206
Johann,John,2,1206
Ana,Juana,2,1197
Willem,Willems,1,1194
Christina,Christiaan,2,1188
Martina,Maria,2,1185
Jeanne,Anne,2,1185
Marcel,Marie,2,1179
Louis,Louisa,1,1176
Arie,Maria,2,1173
Joseph,Josphe,2,1170
Jessie,Jesse,1,1161
Catharina,Katharina,1,1152
Lubbert,Lubbertsz,2,1152
Johann,Joanne,2,1152
Roelofsz,Roelof,2,1152
Martin,Martha,2,1146
Juliane,Juliana,1,1143
Johann,Johanne,1,1143
Josiah,Joseph,2,1137
Joe,John,2,1131
Amos,James,2,1125
Ignacio,Ignacia,1,1122
Hindrik,Hindriks,1,1116
Anna,Annie,2,1080
Maren,Karen,1,1080
Anna,Ane,2,1071
Edna,Emma,2,1062
Job,John,2,1059
Pieter,Peter,1,1059
Marthe,Marie,2,1056
Adriana,Adriaan,2,1053
Franois,Francois,1,1053
Andreas,Anders,2,1050
Cornelis,Cornelisse,2,1032
Lars,Hans,2,1032
Augusta,Auguste,1,1032
Margrethe,Margrete,1,1029
Hans,Dass,2,1026
Alberts,Albert,1,1026
Matti,Antti,2,1023
Mara,Martn,2,1017
Egberts,Egbert,1,1014
Martha,Martin,2,1011
Gertruida,Geertruida,1,1011
Andersen,Anders,2,999
Maria,Martina,2,990
Trientje,Grietje,2,990
James,Amos,2,984
Christiaan,Christina,2,984
Augusta,August,1,978
Lodewyk,Lodewijk,2,978
Johan,Jonas,2,975
Carl,Carel,1,975
Matthys,Matthijs,2,972
Mary,May,1,960
Kate,Jane,2,960
Margeta,Margareta,2,960
Jans,Jansz,1,948
Hendrik,Hendrikje,2,945
Hendrikje,Hendriks,2,942
Louisa,Louis,1,936
Anne,Agnes,2,936
Cornelia,Cornelius,2,924
Sigrid,Sigfrid,1,918
Ella,Eliza,2,918
Andr,Anne,2,915
Myra,Mary,2,915
Lucia,Lusia,1,912
Lena,Jens,2,906
Cornelis,Corneliszn,2,906
Barbe,Marie,2,906
Maria,Marij,1,906
Ann,Annie,2,900
Mrten,Marten,1,900
Harms,Harm,1,894
August,Augusta,1,885
Gerritje,Gerrit,2,879
John,Job,2,879
Auguste,August,1,879
Hansen,Hans,2,873
Eva,Emma,2,873
Anne,Ane,1,873
Jan,Joan,1,873
Pietersdr,Pieters,2,864
Elizabeth,Elisabethe,2,864
Marthinus,Martinus,1,861
Hanna,Anna,1,861
Geert,Geerts,1,861
Ellen,Olsen,2,852
Jacobsz,Jacob,2,852
Adrianus,Adriana,2,852
Francois,Franoise,2,852
Hindrik,Hendriks,2,846
Minna,Anna,2,840
Therese,Teresa,2,837
Nn,Jan,2,834
Philip,Phillip,1,834
Gert,Gerrit,2,828
Isabel,Isabella,2,822
Jonsdatter,Olsdatter,2,816
Anna,Hanna,1,813
Phillip,Philip,1,807
Jon,John,1,804
Larsen,Lars,2,804
Lars,Larsen,2,804
Jans,Jansdr,2,804
William,Willis,2,801
Abram,Abraham,2,801
Son,John,2,798
Aaltje,Maartje,2,798
Wilhelm,Willem,2,798
Karen,Larsen,2,798
Carl,Sara,2,795
Henrich,Henricus,2,792
Catherina,Catharina,1,792
Lars,Kari,2,786
Josefa,Josepha,2,783
Andrew,Andreas,2,780
Anne,Antje,2,780
Frederick,Friedericke,2,780
Johanna,Johanne,1,777
Marie,Marit,1,777
Maria,Mariana,2,774
Ane,Ole,2,771
Hermannus,Hermann,2,768
Eleno,Alejo,2,768
Cornelius,Cornelia,2,768
Dieuwertje,Dieuwtje,2,768
Samme,Sammes,1,768
Aafke,Bauke,2,768
Onni,Anna,2,762
Catharine,Catharina,1,756
Johannes,Johanne,1,756
Clara,Lars,2,756
Roberta,Robert,1,753
Howard,Edward,2,753
Catharina,Catherina,1,744
Magda,Maria,2,741
Josephine,Josephe,2,741
Kornelis,Cornelis,1,738
Wilhelmina,Willemina,2,738
Katharine,Katharina,1,738
Christina,Christine,1,732
Danil,Daniel,1,729
Jantje,Jantien,2,729
Albert,Alberts,1,729
Roelof,Roelofs,1,729
Ella,Emma,2,723
Richard,Reinhard,2,720
Heinrich,Henrici,2,720
Harriett,Harriet,1,720
Jantje,Aaltje,2,720
Klaas,Claas,1,720
Josef,Josefa,1,717
Lynn,Ann,2,708
Hendrikus,Hendrik,2,699
Juana,Ana,2,699
Baukes,Bauke,1,696
Arno,Anna,2,696
Frank,Franz,1,693
Mariah,Sarah,2,693
Friederike,Friederika,1,690
Victor,Victoire,2,690
Sren,Maren,2,687
Geerts,Geert,1,687
Gezina,Gesina,1,687
Jay,Mary,2,687
Gerrits,Geerts,2,684
Francois,Francoise,1,678
Marie,Maurice,2,678
Joseph,Jose,2,672
Maria,Matias,2,672
Louis,Lewis,2,672
Jean,Jan,1,669
Henry,Harry,2,669
Jos,Dios,2,666
Cornelisse,Cornelis,2,666
Andrea,Andreas,1,663
Jan,John,2,654
Ellen,Helen,2,654
Murl,Mary,2,648
Ma,Ana,2,648
Adriana,Adrianus,2,648
Johanne,Johannes,1,642
Jesus,Jess,1,642
Marius,Marie,2,636
Jonas,Johan,2,633
Catharina,Catharine,1,633
Jannetje,Annetje,1,630
Marta,Mara,1,630
Klemens,Clemens,1,624
Anna,Dina,2,621
Laura,Clara,2,618
Willem,Willemsz,2,615
Anne,Annie,1,612
Jack,Jane,2,612
Joan,Jane,2,612
Jan,Jean,1,609
Christiane,Christina,2,609
Ella,Ellen,2,609
Giuseppe,Giuseppa,1,606
Pedersen,Andersen,2,606
Yns,Jos,2,606
Jean,Ren,2,606
Alberta,Albert,1,603
John,Joane,2,603
Mari,Lars,2,600
Hanna,Anne,2,600
Sren,Karen,2,597
Johnny,John,2,597
Francisca,Franciscus,2,597
Bauke,Baukes,1,594
Dorothea,Dorothee,1,594
Dina,Anna,2,594
Maren,Marie,2,594
Elsie,Elsje,1,594
Emma,Eva,2,591
William,Willie,2,588
Giuseppa,Giuseppe,1,585
Anna,Lena,2,585
Margarete,Margaretha,2,582
Franciscus,Francisca,2,582
Maria,Maja,2,582
Olive,Alice,2,579
Sarah,Mariah,2,579
Lina,Ana,2,576
Genevieve,Genevive,1,576
Francoise,Francois,1,576
Kre,Ole,2,576
Olsdtr,Olavsdtr,2,576
Lasseson,Larsson,2,576
Teunke,Teuneke,1,576
Charlie,Charles,2,576
Krister,Christer,2,576
Maria,Maxima,2,576
Egbert,Egberts,1,573
Elise,Luise,2,573
Harriet,Harriett,1,573
Nn,Anna,2,573
Maxime,Marie,2,570
Johannes,Joannis,2,570
Antonia,Anton,2,570
Reinder,Reinders,1,570
Suzanna,Susanna,1,567
Maria,Amalia,2,567
Julia,Juliana,2,564
Janna,Jans,2,561
Hindriks,Hindrik,1,561
Marit,Kari,2,561
Emilie,Amalie,2,558
Julie,Juliane,2,555
Wilhelmina,Wilhelmine,1,555
Fay,Mary,2,552
Aaltje,Jantje,2,552
Hanna,Hans,2,552
Margareta,Margaretha,1,549
Andries,Andreas,2,549
Milie,Marie,2,546
Miguel,Manuel,2,543
Isaiah,Sarah,2,543
Catharina,Catherine,2,537
Johann,Joan,2,537
Catherine,Catherina,1,537
Fanny,Anna,2,537
Ada,Anna,2,534
Jan,Janse,2,534
Frederik,Fredrik,1,531
Klazes,Klaas,2,531
Christiana,Christian,1,528
Elsje,Elsie,1,528
Isabella,Isabel,2,525
Marie,Marc,2,525
Martn,Mara,2,522
Ward,Mary,2,519
Hanna,Johanna,2,516
Bernardus,Gerardus,2,513
Christine,Christiane,1,513
Esther,Hester,2,510
Minnie,Annie,2,510
Christian,Christiaan,1,507
Annetje,Jannetje,1,507
Emory,Mary,2,507
Susara,Susanna,2,507
Hendrikje,Hendrik,2,504
Cornelia,Cornelisz,2,504
Daniel,Danil,1,504
Roelof,Roelf,1,501
Maja,Maria,2,501
Gerrit,Gerritje,2,501
Rd,Nm,2,501
Liisa,Kaisa,2,498
Edna,Ida,2,495
Isak,Lisa,2,495
Eileen,Ellen,2,495
Willem,Wilhelm,2,495
Carl,Clara,2,492
Ane,Anna,2,492
Ole,Ane,2,489
Manuel,Manuela,1,489
Nicolas,Nicols,1,486
Nr,Rd,2,486
Marie,Marg,2,486
Johan,Jon,2,486
Theodora,Theodorus,2,486
Alma,Emma,2,486
Emery,Mary,2,486
Ida,Eva,2,483
Jans,Jansen,2,483
Francis,Francois,1,483
Martin,Marit,2,483
Klaasje,Klaas,2,483
Neeltje,Leentje,2,480
Wilmelm,Wilhelm,1,480
Rd,Nr,2,480
Karl,Mary,2,477
Margarethe,Margaretha,1,474
Francoise,Franois,2,474
Maria,Mariano,2,474
Jos,Joo,1,474
Luisa,Louise,2,471
Heinrich,Henrica,2,468
Friedrich,Friederich,1,468
Sofia,Sophia,2,468
Arie,Ariens,2,468
Geertruida,Geertruid,1,468
Marit,Mali,2,468
Jansz,Jansdr,2,465
Josephus,Joseph,2,465
Susanna,Susan,2,462
Wayne,Jane,2,462
Kirstine,Kirsten,2,459
Marc,Marie,2,459
Erik,Eric,1,456
Wilhelmus,Wilhelm,2,456
Johnsen,Jonsen,1,456
Nilsen,Nils,2,456
Maria,Maren,2,453
Rose,Rosa,1,453
Jane,Joan,2,453
Pedro,Petra,2,453
Frederika,Frederik,1,450
Carl,Marg,2,450
Henrik,Erik,2,450
Ivar,Iver,1,450
Cornelis,Kornelis,1,450
Petra,Pedro,2,447
Mara,Marta,1,447
Harmke,Harm,2,444
Johan,John,1,444
Fredrick,Frederick,1,444
Dorothee,Dorothea,1,444
Manuela,Manuel,1,444
Gary,Mary,1,441
Fanny,Anne,2,441
Ole,Ola,1,441
Janse,Jan,2,438
Max,Mary,2,438
Mary,Maud,2,438
Edgar,Edward,2,438
Siri,Kari,2,435
Susara,Sara,2,435
Isak,Isaac,2,435
Luisa,Louis,2,432
Berit,Marit,2,432
Johannas,Johann,2,432
Paulo,Paula,1,432
Olausson,Larsson,2,432
Ida,Adam,2,432
Fredrik,Fresrick,2,432
Tryntje,Trijntje,2,432
Sape,Sabe,1,432
Marie,Mar,2,432
Matinpoika,Antinpoika,2,432
Rosaline,Rosalie,1,432
Maria,Mariae,1,429
Maria,Karin,2,429
Marie,Marin,1,429
Gerrit,Gerritse,2,426
Roelofs,Roelof,1,426
Conrad,Konrad,1,426
Pieter,Peters,2,426
Frederik,Frederick,1,426
Adriaan,Adriaen,1,426
Johan,Johanne,2,426
Elin,Erik,2,423
Marinus,Martinus,1,423
Christian,Christiana,1,423
Antonius,Antonia,2,420
Leon,Jean,2,420
Adriana,Adriaen,2,420
Olsdatter,Jonsdatter,2,420
Mary,Mae,2,417
Manuel,Miguel,2,417
Maria,Arie,2,417
Phoebe,Phebe,1,414
Lemuel,Samuel,2,414
Frederick,Fredrick,1,414
Roelof,Roelofje,2,414
Engeltje,Neeltje,2,414
Gerrit,Gert,2,414
Anders,Andreas,2,414
Maren,Sren,2,411
Mariano,Maria,2,411
Lewis,Louis,2,408
Amalie,Marie,2,408
Jens,Jensen,2,408
Gerrit,Gerritsz,2,408
Sara,Mara,1,408
Kristian,Christian,2,408
Niels,Nielsen,2,405
Martinus,Marthinus,1,402
Susie,Susan,2,402
Angelique,Anglique,1,402
Arne,Marie,2,402
Helen,Helena,1,399
Aaltje,Antje,2,399
Anna,Elna,2,396
Olaf,Ole,2,396
Joanna,Johanna,1,396
Antje,Aaltje,2,393
Ann,Amy,2,393
Michael,Michiel,1,393
Robert,Roger,2,393
Hendrik,Hendrica,2,393
Marion,Maria,2,393
Elisabeth,Elisabet,1,393
Carolina,Karolina,1,393
Clara,Laura,2,393
Dorothy,Dorothea,2,393
Hendrik,Hindriks,2,390
Elisabet,Elisabeth,1,390
Marit,Arnt,2,390
Margaretha,Margreth,2,387
Karl,Paul,2,387
Ann,Fanny,2,387
Stoffer,Stoffers,1,384
Trijntje,Weijntje,2,384
Olufine,Oline,2,384
Ijsbrand,Ijsbrants,2,384
Ijsbrand,Ijsbrant,1,384
Ijsbrands,Ijsbrant,2,384
Aaltje,Kaatje,2,384
Ijsbrands,Ijsbrants,1,384
Aartsz,Aart,2,384
Lusie,Lusia,1,384
Matintytr,Martintytr,1,384
Abraham,Abrahamsz,2,384
Katherina,Catherin,2,384
Cornelisje,Cornelis,2,384
Maria,Mariela,2,384
Pabla,Paula,1,384
Berend,Berents,2,384
Lourens,Louris,2,384
Teunke,Teunes,2,384
Ane,Arnt,2,384
Joris,Jorizn,2,384
Jensdatter,Ldensdatter,2,384
Berthe,Dorthe,2,384
Cornelisz,Cornelia,2,384
Janne,Ane,2,384
Ahne,Anne,1,384
Gertrude,Gertruit,2,384
Jozef,Jozefa,1,384
Verne,Serine,2,384
Gelkes,Gelke,1,384
Pieters,Peters,1,384
Hiltje,Hilje,1,384
Martis,Marten,2,384
Willemipje,Willempje,1,384
Marit,Marta,2,384
Catrine,Catharine,2,384
Jantje,Jaantje,1,384
Jansje,Jentje,2,384
Ariaantje,Aryaantje,1,384
Jansje,Jans,2,384
Marcela,Marcelo,1,384
Johansen,Jonsen,2,384
Waling,Walings,1,384
Anna,Hannu,2,384
Derks,Derk,1,384
Joy,John,2,384
Janna,Jansz,2,384
Kornelisje,Kornelis,2,384
Lambertus,Lambert,2,384
Eildert,Eilderts,1,384
Marthea,Marta,2,384
Anderdatter,Andersdatter,1,384
Phebe,Phoebe,1,384
William,Willem,2,384
Aelbertsz,Aelbert,2,384
Michel,Machiel,2,384
Danil,Danils,1,384
Nathan,Jonathan,2,384
Warner,Warners,1,384
Martha,Bertha,2,381
Isaac,Izaak,2,381
Ren,Jean,2,381
Mary,Earl,2,381
Roger,Robert,2,381
Gerrit,Garrit,1,378
Ethel,Esther,2,378
Peder,Peter,1,378
Diedrich,Friedrich,2,378
Hendrikus,Hendrika,2,378
Mary,Karl,2,378
Friedrich,Friederica,2,375
Herman,Hermann,1,375
Ernest,Ernst,1,372
Rudolph,Rudolf,2,372
Roger,Rose,2,372
Adeline,Madeleine,2,369
Eric,Erik,1,366
Emil,Emilie,2,366
Olga,Ole,2,366
Andreas,Andries,2,366
Tjeerds,Tjeerd,1,363
Arend,Arents,2,360
Leendert,Leenderts,1,360
Henrik,Henrich,2,360
Marie,Milie,2,360
Henrich,Heinrich,1,357
Sjoerds,Sjoerd,1,357
Johanne,Johan,2,357
Geert,Gerrit,2,357
Nr,Nm,1,354
Bernard,Bernhard,1,354
Magdeleine,Madeleine,1,354
Lee,Mae,2,354
Jelles,Jelle,1,354
Henry,Henri,1,354
Joo,Jos,1,354
Frantika,Frantiek,2,354
Christina,Christiana,1,354
Matthew,Mathew,1,351
Alice,Olive,2,348
Dirkje,Dirk,2,348
Pietersz,Pieters,1,348
Jannes,Jans,2,345
Joseph,Josefa,2,345
Susanne,Susanna,1,345
Anne,Andr,2,345
Karin,Maria,2,342
Eva,Ida,2,342
Carrie,Harriet,2,342
Katharine,Catharina,2,339
Johannis,Johannes,1,339
Elisabetha,Elizabeth,2,339
Matas,Mara,2,339
Sarah,Isaiah,2,336
Antje,Kaatje,2,336
Frederik,Frederika,1,336
Wiliam,William,1,336
Ruby,Lucy,2,336
Cornelisse,Cornelisdr,2,336
Gustaf,Gustav,1,336
Arisen,Arissen,1,336
Kari,Karen,2,336
Mathew,Matthew,1,333
Rachel,Rachael,1,333
Joannes,Joannis,1,333
Annes,Anne,1,330
Rr,Rd,1,330
Ole,Else,2,330
Gustav,Gustaf,1,327
Arij,Maria,2,327
Francoise,Franoise,1,327
Anthony,Anton,2,327
Bernhard,Bernard,1,327
Frans,Fransz,1,327
Diedrich,Diederich,1,324
Eliza,Elijah,2,324
Jan,Mans,2,324
Frederick,Frederic,1,324
Margrete,Margrethe,1,324
Karl,Karen,2,321
Josephte,Josephe,1,321
Jesse,Jessie,1,321
Martens,Marten,1,321
Hendrikus,Henricus,2,321
Erik,Berit,2,318
Mdric,Marie,2,318
Adrian,Adriaan,1,318
Edna,Ella,2,318
Alexandrine,Alexandre,2,318
Frederikke,Frederik,2,318
Suzana,Susanna,2,318
Male,Mary,2,318
Larry,Mary,2,318
Perry,Henry,2,318
Fanny,Nancy,2,315
Claesz,Claas,2,315
Lily,Emily,2,315
Clarence,Florence,2,315
Anne,Annes,1,315
Elen,Ole,2,315
Inga,Anna,2,315
Edna,Ada,2,315
Anna,Annae,1,312
Anna,Nn,2,312
Giovanna,Giovanni,1,312
Julius,Julie,2,312
Karen,Sren,2,312
Rachael,Rachel,1,309
Antonie,Anthonie,1,309
Michael,Michel,1,309
Catharina,Catrina,2,309
Mack,Mary,2,309
Maria,Arij,2,309
Per,Pehr,1,309
Marie,Martine,2,306
Johanna,Hanna,2,306
Anders,Andersen,2,306
Harmens,Harmen,1,303
Douwes,Douwe,1,303
Jelle,Jelles,1,303
Margaretha,Margaret,2,303
Mario,Maria,1,300
George,Georgia,2,300
Emma,Jemima,2,300
Elizabeth,Elizabetha,1,300
Mary,Maren,2,300
Andre,Anne,2,300
Katherine,Katharina,2,300
Elna,Anna,2,300
Patricia,Patrick,2,300
Adolf,Adolph,2,300
Hendrika,Hendrina,1,300
Mogensen,Mogens,2,300
Karen,Kari,2,300
Maria,Carin,2,300
Wilfred,Alfred,2,297
Hardy,Mary,2,297
Elmer,Ellen,2,297
Olive,Oliver,1,297
Mae,May,1,297
Willa,William,2,297
Isabelle,Isabella,1,291
Marion,Martin,2,291
Mae,Marie,2,291
Gerritsz,Gerrit,2,291
Dirks,Dirk,1,291
Emma,Ella,2,291
Hansdotter,Johansdotter,2,288
Carmel,Carmen,1,288
Hendriks,Henrik,2,288
Sieger,Siegers,1,288
Willebord,Willeboords,2,288
Grietje,Trientje,2,288
Kornelia,Cornelis,2,288
James,Jannes,2,288
Fokke,Fokken,1,288
Berta,Brita,2,288
Mackenzie,Mckenzie,1,288
Everts,Evert,1,288
Ytie,Wytze,2,288
Vita,Rita,1,288
Marguerie,Marguerite,1,288
Tjabel,Tjabels,1,288
Lodewijk,Lodewijna,2,288
Matti,Hetti,2,288
Juriene,Jurie,2,288
Ytie,Yfke,2,288
Fredrik,Fredrika,1,288
Jos,Yns,2,288
Born,Joan,2,288
Allen,Ellen,1,285
William,Wiliam,1,285
Marion,Marie,2,285
Frantiek,Frantika,2,282
Antonia,Antonius,2,282
Aina,Anna,1,282
Jacobsz,Jacobs,1,282
Johnie,John,2,282
Hans,Mads,2,279
Simon,Sijmon,1,279
Lena,Helena,2,279
Cruz,Luz,2,279
Petter,Peter,1,279
Derk,Derks,1,279
Helene,Helena,1,279
Johannis,Johanna,2,276
Jose,Josef,1,276
Erika,Brita,2,276
Mria,Maria,1,276
Erik,Henrik,2,276
Francesco,Francesca,1,276
Joane,John,2,276
Willem,William,2,276
Albertus,Albert,2,276
Maren,Maria,2,276
Peter,Petter,1,276
Christiana,Christiane,1,276
Aage,Ane,2,273
Janna,Johanna,2,273
Alexandra,Alexander,2,273
Berend,Berends,1,273
Tomasa,Toms,2,273
Margrethe,Magrethe,1,273
Rene,Anne,2,273
Mathias,Matthias,1,273
Curt,Carl,2,273
